Titel;Vorname;Nachname;Partei;Jahrgang;Kandidatennummer;Geschlecht
"Dr.";"Wolfgang";"Ressmann";"SPD";1958;2473;M
;"Hans-Jürgen";"Rettig";;1950;2474;M
;"Volker";"Reusch";"ZENTRUM";1970;2475;M
;"Volker";"Reusing";"ödp";1971;2476;M
"Dr.";"Alexander";"Reuter";"FDP";1967;2477;M
;"Marion";"Reuther";"SPD";1953;2478;W
;"Fabian";"Reymann";"PSG";1979;2479;M
;"Ingrid";"Reynders";"RENTNER";1947;2480;W
;"Bernhard";"Richter";"ödp";1943;2481;M
;"Hartmut Manfred";"Richter";;1944;2482;M
"Dr.";"Jörg";"Richter";"FDP";1969;2483;M
;"Thomas";"Richter";"FDP";1969;2484;M
;"Wera";"Richter";"DKP";1969;2485;W
;"Marie-Luise";"Richtermeier";"DIE VIOLETTEN";1947;2486;W
;"Roland";"Richwien";"CDU";1955;2487;M
;"Matthias";"Riebesam";;1964;2488;M
;"Lothar";"Riebsamen";"CDU";1957;2489;M
;"Hans-Ulrich";"Riedel";"DIE LINKE";1955;2490;M
;"Albert";"Riedelsheimer";"GRÜNE";1966;2491;M
;"Laszlo";"Riedl";"FDP";1972;2492;M
;"Peter Hans";"Riedl";"RRP";1948;2493;M
;"Michael";"Riedmaier";"Volksabstimmung";1969;2494;M
;"Josef";"Rief";"CDU";1960;2495;M
;"Ricarda";"Riefling";"NPD";1983;2496;W
;"Jürgen";"Rieg";"FDP";1968;2497;M
;"Stefan";"Riegel";"PIRATEN";1985;2498;M
;"Daniela";"Rieger";"Die Tierschutzpartei";1976;2499;W
;"Jürgen";"Rieger";"NPD";1946;2500;M
;"Rudolf";"Rieger";"NPD";1957;2501;M
;"Klaus";"Riegert";"CDU";1959;2502;M
;"Knut Erwin";"Ries";"CSU";1955;2503;M
"Prof. Dr.";"Heinz";"Riesenhuber";"CDU";1935;2504;M
;"Eva Michaela";"Riesterer";"SPD";1961;2505;W
;"Nanni Karoline";"Rietz-Heering";"DIE LINKE";1956;2506;W
;"Stefan";"Ringer";"SPD";1956;2507;M
;"Helmut Günther";"Ringger";;1955;2508;M
;"Adelbert";"Ringwald";"DIE LINKE";1965;2509;M
;"Daniela";"Rinkenberger";"Die Tierschutzpartei";1972;2510;W
;"Ulrich";"Rippert";"PSG";1951;2511;M
;"Peter Otto Arthur";"Rippler";"RRP";1949;2512;M
;"Iris";"Ripsam";"CDU";1959;2513;W
;"Jürgen";"Rischar";"SPD";1944;2514;M
;"Matthias";"Ritter";"REP";1950;2515;M
;"Nicole";"Ritter";"SPD";1974;2516;W
;"Peter";"Ritter";"DIE LINKE";1959;2517;M
;"Sönke";"Rix";"SPD";1975;2518;M
;"Mark";"Roach";"DIE LINKE";1955;2519;M
;"Walter";"Robbe";"PBC";1939;2520;M
;"Wolfgang";"Rochner";"NPD";1941;2521;M
;"Marcus";"Rodewald";"FDP";1975;2522;M
;"Renate";"Rodriguez Gómez";"RRP";1941;2523;W
;"René";"Rodriguez-Teufer";"NPD";1974;2524;M
;"Alois";"Röbosch";"REP";1958;2525;M
;"Hildegard";"Röder";"RRP";1942;2526;W
;"Harald";"Röhl";"NPD";1962;2527;M
;"Walter Franz";"Röhling";"RRP";1944;2528;M
"Dr.";"Peter";"Röhlinger";"FDP";1939;2529;M
;"Carolin";"Röhrig";"CDU";1982;2530;W
;"Christina";"Roemer";"SPD";1965;2531;W
;"Christian";"Römhild";"CDU";1983;2532;M
;"Christian";"Röner";"GRÜNE";1966;2533;M
;"Johannes";"Röring";"CDU";1959;2534;M
;"Sabine";"Rösch-Dammenmiller";"DIE LINKE";1962;2535;W
"Dr.";"Bernd";"Rösel";"FDP";1964;2536;M
;"René";"Röspel";"SPD";1964;2537;M
;"Tabea";"Rößner";"GRÜNE";1966;2538;W
;"Brigitta Marita";"Röthig-Wentz";"FDP";1962;2539;W
"Dr.";"Norbert";"Röttgen";"CDU";1965;2540;M
;"Thomas";"Röver";"DIE LINKE";1963;2541;M
;"Nicole Elisabeth";"Rohde";"NPD";1980;2542;W
;"Frank Roland Otto";"Rohleder";"NPD";1950;2543;M
;"Stefan";"Rohmann";"FDP";1984;2544;M
;"Claas Heinrich Remmert";"Rohmeyer";"CDU";1971;2545;M
;"Patricia Katharina";"Rohrbach";"MLPD";1953;2546;W
;"Heidi";"Rohrlack";"GRÜNE";1946;2547;W
;"Margit Ricarda";"Rolf";"ödp";1953;2548;W
;"Andreas";"Roll";"GRÜNE";1967;2549;M
;"Thorsten";"Rollman";"CSU";1969;2550;M
"Dr.";"Eckart";"Rolshoven";"FDP";1951;2551;M
;"Christine";"Rorich";"NPD";1937;2552;W
;"Clemens Josef";"Roschka";"ödp";1961;2553;M
;"Margarete";"Rose";"RRP";1948;2554;W
"Dr.";"Olaf Volker Bernhard";"Rose";"NPD";1958;2555;M
"Dr.";"Martin";"Rosemann";"SPD";1976;2556;M
;"Ingeborg";"Rosemann-Kallweit";"CDU";1951;2557;W
;"Josef";"Rosner";"GRÜNE";1955;2558;M
;"Karl Josef";"Roß";"DVU";1950;2559;M
"Dr.";"Ernst Dieter";"Rossmann";"SPD";1951;2560;M
;"Sascha";"Roßmüller";"NPD";1972;2561;M
;"Claudia";"Roth";"GRÜNE";1955;2562;W
;"Heinz-Walter";"Roth";"FDP";1949;2563;M
;"Jürgen";"Roth";"GRÜNE";1956;2564;M
;"Karin";"Roth";"SPD";1949;2565;W
;"Michael";"Roth";"SPD";1970;2566;M
;"Bodo";"Rothe";;1957;2567;M
;"Judith";"Rothe";"NPD";1979;2568;W
;"Astrid";"Rothe-Beinlich";"GRÜNE";1973;2569;W
;"René";"Rothhanns";"NPD";1981;2570;M
"Dr.";"Christian";"Ruck";"CSU";1954;2571;M
;"Daniel";"Rudloff";"FDP";1979;2572;M
;"Heinz";"Rudolf";"NPD";1955;2573;M
"Dr.";"Karsten";"Rudolph";"SPD";1962;2574;M
"Dr.";"Eva-Brigitte";"Rudolph-Heger";"CDU";1934;2575;W
;"Andreas";"Rückert";;1975;2576;M
;"Reinhold";"Rückert";"DIE LINKE";1948;2577;M
;"Erwin Josef";"Rüddel";"CDU";1955;2578;M
;"Peter";"Rügner";"MLPD";1966;2579;M
;"Brigitta Barbara";"Rühle";"CDU";1956;2580;W
;"Nelly";"Rühle";"NPD";1979;2581;W
;"Arne";"Rüstemeier";"CDU";1976;2582;M
;"Susann";"Rüthrich";"SPD";1977;2583;W
;"Bernd";"Rützel";"SPD";1968;2584;M
;"Katja";"Ruiters";"GRÜNE";1963;2585;W
;"Brigitta";"Runge";"DIE LINKE";1962;2586;W
;"Bärbel";"Rupp";"FAMILIE";1959;2587;W
;"Jörg";"Rupp";"GRÜNE";1966;2588;M
;"Klaus-Rainer Heinrich Wilhelm";"Rupp";"DIE LINKE";1955;2589;M
;"Michael";"Ruppert";"FDP";1946;2590;M
"Dr.";"Stefan";"Ruppert";"FDP";1971;2591;M
;"Albert";"Rupprecht";"CSU";1968;2592;M
;"Johannes";"Rupprecht";"MLPD";1952;2593;M
;"Marlene Dorothe Henriette";"Rupprecht";"SPD";1947;2594;W
;"Hartmut";"Rusin";;1951;2595;M
;"Wolfgang";"Rußkamp";"CDU";1955;2596;M
;"Christa";"Rust";"Die Tierschutzpartei";1944;2597;W
;"Dieter";"Rust";"SPD";1966;2598;M
;"Bert";"Rutkowsky";"Die Tierschutzpartei";1970;2599;M
;"Anna";"Rutz";"GRÜNE";1967;2600;W
;"Sarah Janina";"Ryglewski";"SPD";1983;2601;W
;"Volker";"Sachs";"NPD";1934;2602;M
;"Wilhelm";"Sälinger";;1941;2603;M
;"Björn";"Sänger";"FDP";1975;2604;M
;"Bastian Johannes";"Saffer";"Freie Union";1983;2605;M
;"Rüdiger";"Sagel";"DIE LINKE";1955;2606;M
;"Krista";"Sager";"GRÜNE";1953;2607;W
;"Christoph Daniel";"Sahm";"SPD";1974;2608;M
;"Rasched";"Salem";"FDP";1963;2609;M
;"Matthias";"Salomon";"MLPD";1947;2610;M
;"Franz";"Salzberger";"NPD";1952;2611;M
;"Bernhard";"Sander";"DIE LINKE";1955;2612;M
;"Daniel";"Sander";"CDU";1973;2613;M
;"Maik";"Sandmüller";"PIRATEN";1977;2614;M
;"Mike";"Sandow";"NPD";1971;2615;M
;"Sabine";"Saphörster-Heimbach";"CSU";1962;2616;W
;"Manuel";"Sarrazin";"GRÜNE";1982;2617;M
;"Helmut";"Saß";"NPD";1958;2618;M
;"Ronald";"Saß";;1961;2619;M
;"Michael Willy";"Sauer";"CSU";1964;2620;M
;"Theo";"Sauer";"CDU";1955;2621;M
;"Herbert";"Sauter";"REP";1955;2622;M
;"Matthias";"Sauter";"MLPD";1958;2623;M
;"Annette";"Sawade";"SPD";1953;2624;W
;"Anton";"Schaaf";"SPD";1962;2625;M
;"Christian";"Schaarschmidt";"REP";1971;2626;M
"Dr.";"Hans-Joachim";"Schabedoth";"SPD";1952;2627;M
;"Stefan";"Schade";;1960;2628;M
;"Regina Klothild";"Schadwinkel";"ödp";1938;2629;W
;"Reinhold";"Schäben";"NPD";1960;2630;M
;"Gerald Rudolf Hermann";"Schädlich";"FDP";1956;2631;M
;"Andreas";"Schäfer";"NPD";1968;2632;M
;"Anita";"Schäfer";"CDU";1951;2633;W
;"Axel";"Schäfer";"SPD";1952;2634;M
;"Jürgen";"Schäfer";"CDU";1958;2635;M
"Dr.";"Maike";"Schaefer";"GRÜNE";1971;2636;W
;"Michael";"Schäfer";"NPD";1982;2637;M
;"Paul Georg";"Schäfer";"DIE LINKE";1949;2638;M
;"Uwe";"Schäfer";"NPD";1938;2639;M
;"Frank";"Schäffler";"FDP";1968;2640;M
;"Herbert";"Schär";"MLPD";1949;2641;M
;"Anna-Katharina";"Schättiger";"CDU";1951;2642;W
;"Helmut";"Schätzlein";;1958;2643;M
;"Jürgen";"Schäuble";"MLPD";1963;2644;M
"Dr.";"Wolfgang";"Schäuble";"CDU";1942;2645;M
;"Gerhard";"Schaffarczyk";"BP";1957;2646;M
;"Markus";"Schalk";"DIE LINKE";1949;2647;M
"Dr.";"Rainer";"Schanne";"ödp";1942;2648;M
;"Peter";"Schantz";"FDP";1977;2649;M
"Dr.";"Marcus";"Schaper";"GRÜNE";1973;2650;M
;"Karl-Heinz";"Schappert";"ADM";1944;2651;M
;"Tim";"Schardelmann";"FDP";1969;2652;M
;"Marion";"Schardt";"FDP";1970;2653;W
;"Elisabeth";"Scharfenberg";"GRÜNE";1963;2654;W
;"Alexander";"Scharff";"DIE LINKE";1984;2655;M
;"Ursula";"Schauws";"GRÜNE";1966;2656;W
"Dr.";"Annette";"Schavan";"CDU";1955;2657;W
;"Karl";"Schedlbauer";"BP";1951;2658;M
;"Christine";"Scheel";"GRÜNE";1956;2659;W
;"Bernd";"Scheelen";"SPD";1948;2660;M
"Dr.";"Hermann";"Scheer";"SPD";1944;2661;M
;"Friedrich";"Scheerer";"SPD";1958;2662;M
;"Maik";"Scheffler";"NPD";1974;2663;M
;"Marco";"Scheffler";;1967;2664;M
;"Martin";"Scheibe";"REP";1989;2665;M
;"Andreas";"Scheibleger";"PIRATEN";1987;2666;M
;"Matthias";"Scheibleger";"PIRATEN";1989;2667;M
;"Katharina";"Scheinert";;1980;2668;W
;"Gerhard";"Schelle";"NPD";1943;2669;M
;"Julia";"Scheller";"MLPD";1982;2670;W
;"Pia";"Schellhammer";"GRÜNE";1985;2671;W
;"Karsten";"Schenk";"CDU";1976;2672;M
"Dr.";"Frank";"Schepke";;1935;2673;M
;"Mark";"Schepke";;1966;2674;M
"Prof. Dr. Dr.";"Christian";"Scherer";"CDU";1956;2675;M
;"Philipp";"Scherer";"PIRATEN";1984;2676;M
;"Ursula";"Scherer";"CDU";1937;2677;W
;"Heidemarie";"Scheuch-Paschkewitz";"DIE LINKE";1959;2678;W
"Dr.";"Andreas";"Scheuer";"CSU";1974;2679;M
;"David";"Schichel";"GRÜNE";1981;2680;M
"Dr.";"Gerhard";"Schick";"GRÜNE";1972;2681;M
;"Jens-Wolfhard";"Schicke";"PIRATEN";1987;2682;M
;"Alois";"Schieber";"BüSo";1964;2683;M
;"Marianne";"Schieder";"SPD";1962;2684;W
;"Werner";"Schieder";"SPD";1948;2685;M
;"Udo";"Schiefner";"SPD";1959;2686;M
;"Nico";"Schiemann";"NPD";1979;2687;M
;"Cornelia";"Schiergott";"CDU";1956;2688;W
;"Karl Richard Maria";"Schiewerling";"CDU";1951;2689;M
;"Hans Lothar";"Schiffer";"FDP";1939;2690;M
;"Barbara";"Schilke";"MLPD";1953;2691;W
;"Albert";"Schill";"CDU";1946;2692;M
"Dr.";"Konrad";"Schily";"FDP";1937;2693;M
;"Wolfgang";"Schimmel";"NPD";1962;2694;M
;"Gabriela";"Schimmer-Göresz";"ödp";1952;2695;W
;"Herold Albert";"Schincke";;1951;2696;M
;"Jörg";"Schindler";"DIE LINKE";1972;2697;M
;"Norbert";"Schindler";"CDU";1949;2698;M
;"Tankred";"Schipanski";"CDU";1976;2699;M
;"Georg";"Schirmbeck";"CDU";1949;2700;M
;"Alexander";"Schirrah";"SPD";1969;2701;M
;"Tobias";"Schläger";"SPD";1984;2702;M
;"Britta Sylvia";"Schlage";"SPD";1956;2703;W
;"Richard";"Schlappa";"DIE LINKE";1949;2704;M
;"Michael";"Schlecht";"DIE LINKE";1951;2705;M
;"Laura";"Schlegelberger";"CDU";1983;2706;W
;"Paul Friedrich Georg Martin";"Schlesinger";"MLPD";1947;2707;M
;"Gudrun";"Schlett";"DIE LINKE";1961;2708;W
;"Gertraude";"Schlierer";"REP";1928;2709;W
"Dr.";"Rolf";"Schlierer";"REP";1955;2710;M
;"Hanns-Dieter";"Schlierf";"ödp";1954;2711;M
;"Bernd";"Schlitter-Bankloh";"MLPD";1942;2712;M
;"Klaus-Dieter";"Schlottmann";"PBC";1949;2713;M
;"Bärbel";"Schlude";"REP";1976;2714;W
;"Andrew";"Schlüter";"MLPD";1967;2715;M
;"Sanja";"Schlüter";"MLPD";1977;2716;W
;"Philipp";"Schmagold";"GRÜNE";1979;2717;M
;"Andreas";"Schmalcz";"CSU";1965;2718;M
;"Brigitte";"Schmid";"GRÜNE";1952;2719;W
;"Hans";"Schmid";"CDU";1942;2720;M
;"Walter";"Schmid";"DIE LINKE";1953;2721;M
;"Werner";"Schmidberger";"ADM";1937;2722;M
;"Michaela";"Schmidinger";"DVU";1969;2723;W
;"Andreas";"Schmidt";"CDU";1956;2724;M
;"Birger";"Schmidt";"PIRATEN";1973;2725;M
;"Carina";"Schmidt";"FDP";1986;2726;W
;"Christel";"Schmidt";"REP";1936;2727;W
;"Christian";"Schmidt";"CSU";1957;2728;M
;"Dagmar";"Schmidt";"SPD";1973;2729;W
;"Edda";"Schmidt";"NPD";1948;2730;W
;"Ekkehard";"Schmidt";"SPD";1946;2731;M
;"Franz";"Schmidt";"FDP";1974;2732;M
"Dr.";"Frithjof";"Schmidt";"GRÜNE";1953;2733;M
;"Gabriele";"Schmidt";"CDU";1956;2734;W
;"Hans";"Schmidt";"NPD";1939;2735;M
;"Heiko";"Schmidt";"GRÜNE";1988;2736;M
;"Ingrid";"Schmidt";"CM";1938;2737;W
;"Karlheinz";"Schmidt";"CM";1941;2738;M
;"Marion Beate Friederike";"Schmidt";"MLPD";1954;2739;W
;"Miriam";"Schmidt";"SPD";1980;2740;W
;"Renate";"Schmidt";"MLPD";1959;2741;W
;"Rudolf";"Schmidt";"PBC";1967;2742;M
;"Rudolf Lothar";"Schmidt";"DIE LINKE";1951;2743;M
;"Silvia";"Schmidt";"SPD";1954;2744;W
;"Stefan";"Schmidt";"SPD";1985;2745;M
;"Tim";"Schmidt";"PIRATEN";1969;2746;M
;"Ulla";"Schmidt";"SPD";1949;2747;W
;"Lars";"Schmidt-Berg";"CDU";1978;2748;M
;"Ekkehard Arno Walter";"Schmidt-Riediger";"CDU";1939;2749;M
;"Christiane";"Schmidt-Rose";"CDU";1959;2750;W
;"Brigitte Maria";"Schmitt";"FAMILIE";1973;2751;W
;"Christian";"Schmitt";"FDP";1981;2752;M
;"Heinz";"Schmitt";"SPD";1951;2753;M
;"Ingo";"Schmitt";"CDU";1979;2754;M
;"Michael";"Schmitt";"FAMILIE";1971;2755;M
;"Thomas";"Schmitt";"CDU";1973;2756;M
;"Andreas";"Schmitz";"GRÜNE";1965;2757;M
;"Christian";"Schmitz";"SPD";1975;2758;M
;"Jürgen Theo";"Schmitz";;1965;2759;M
;"Dominik";"Schmoll";"SPD";1988;2760;M
;"Ulrich";"Schmück";"FDP";1961;2761;M
;"Hermann August";"Schnarre";"NPD";1935;2762;M
;"Andreas";"Schneider";;1963;2763;M
;"Astrid";"Schneider";"GRÜNE";1965;2764;W
;"Carsten";"Schneider";"SPD";1976;2765;M
;"Franz-Herbert";"Schneider";"REP";1949;2766;M
;"Gerda";"Schneider";"CDU";1959;2767;W
;"Guntram";"Schneider";"SPD";1951;2768;M
"Dr.";"Heinz-Joachim Herbert";"Schneider";"REP";1939;2769;M
;"Horst";"Schneider";"DIE LINKE";1959;2770;M
;"Maria Magdalena";"Schneider";"CDU";1940;2771;W
;"Matthias";"Schneider";"GRÜNE";1960;2772;M
;"Norbert";"Schneider";"DIE LINKE";1964;2773;M
;"Philipp";"Schneider";"SPD";1983;2774;M
;"Sebastian";"Schneider";"PIRATEN";1985;2775;M
;"Steffen";"Schneider";"NPD";1968;2776;M
;"Ulrich";"Schneider";"GRÜNE";1972;2777;M
;"Volker";"Schneider";"DIE LINKE";1955;2778;M
;"Franz Xaver";"Schneiderbauer";"REP";1940;2779;M
;"Charlotte";"Schneidewind-Hartnagel";"GRÜNE";1953;2780;W
;"Jochim";"Schnell";"NPD";1976;2781;M
;"Patrick";"Schnieder";"CDU";1968;2782;M
;"Monya";"Schnittke";"GRÜNE";1985;2783;W
;"Michael";"Schnorr";"NPD";1954;2784;M
;"Toralf";"Schnur";"FDP";1975;2785;M
;"Christoph";"Schnurr";"FDP";1984;2786;M
;"Thomas Friedrich";"Schock";"DIE LINKE";1968;2787;M
"Dr.";"Andreas";"Schockenhoff";"CDU";1957;2788;M
;"Rudi";"Schöberl";"DIE LINKE";1955;2789;M
;"Carolin";"Schoen";"CSU";1978;2790;W
;"Friedrich";"Schönbeck";;1937;2791;M
;"Tilo";"Schöne";"REP";1957;2792;M
;"Renate";"Schönfeld";"DKP";1948;2793;W
;"Siegfried";"Schönfeld";"GRÜNE";1950;2794;M
;"Detlef";"Schönig";"DIE LINKE";1955;2795;M
;"Uwe";"Schönwald";"DVU";1963;2796;M
;"Richard";"Schöps";"BP";1967;2797;M
;"Steffen";"Schöps";"FDP";1970;2798;M
;"Alexander";"Scholl";"NPD";1985;2799;M
;"Frank";"Scholz";"BüSo";1965;2800;M
;"Günter";"Scholz";"REP";1960;2801;M
;"Marcell";"Scholz";"REP";1986;2802;M
;"Mike";"Scholz";"REP";1975;2803;M
;"Olaf";"Scholz";"SPD";1958;2804;M
;"Manuela";"Schon";"DIE LINKE";1982;2805;W
;"Alexander";"Schopf";"FDP";1977;2806;M
;"Susanne";"Schoppen";"FDP";1948;2807;W
;"Erwin";"Schott";"DIE VIOLETTEN";1952;2808;M
;"Fritz";"Schowald";"DIE VIOLETTEN";1953;2809;M
;"Hartmut";"Schrader";;1950;2810;M
;"Henning";"Schramm";"CDU";1962;2811;M
;"Inge";"Schramm";;1960;2812;W
;"Robert";"Schramm";"ödp";1959;2813;M
;"Elke";"Schreiber";"SPD";1945;2814;W
;"Peter";"Schreiber";"NPD";1973;2815;M
;"Bernd Nobert Harry";"Schreiner";"PIRATEN";1967;2816;M
;"Bertold";"Schreiner";"BüSo";1960;2817;M
;"Ottmar";"Schreiner";"SPD";1946;2818;M
;"Jendrik";"Schröder";"SPD";1984;2819;M
"Dr.";"Ole";"Schröder";"CDU";1971;2820;M
;"Patrick Hermann";"Schröder";"NPD";1983;2821;M
;"Thea";"Schröder";"DIE VIOLETTEN";1939;2822;W
;"Ulrich";"Schröder";"DIE LINKE";1947;2823;M
;"Petra";"Schröer";"SPD";1960;2824;W
;"Andrea";"Schrutek";"DIE LINKE";1963;2825;W
"Prof.";"Gottfried";"Schubert";"REP";1931;2826;M
;"Jörg Hans";"Schubert";"NPD";1956;2827;M
;"Katina";"Schubert";"DIE LINKE";1961;2828;W
;"Arnd";"Schubeus";"REP";1967;2829;M
;"Gabriele";"Schuchalter-Eicke";"GRÜNE";1952;2830;W
"Dr.";"Lothar";"Schuchmann";"DIE LINKE";1940;2831;M
;"Robert";"Schuder";"BP";1968;2832;M
;"Heiner Helmut Willi";"Schülke";"FDP";1950;2833;M
;"Monika";"Schüllenbach-Schöne";"Die Tierschutzpartei";1941;2834;W
;"Jörg";"Schümann";"GRÜNE";1960;2835;M
;"Perdita";"Schünemann";"DIE VIOLETTEN";1960;2836;W
;"Sigrid";"Schüßler";"NPD";1969;2837;W
;"Rainer";"Schütten";"SPD";1953;2838;M
;"Daniel";"Schütz";"BP";1931;2839;M
;"Jürgen";"Schützinger";"NPD";1953;2840;M
;"Rudolf";"Schützinger";"NPD";1982;2841;M
;"Herbert Karl";"Schui";"DIE LINKE";1940;2842;M
;"Graf von der Friedrich-Werner";"Schulenburg";"NPD";1947;2843;M
;"Oliver";"Schulte";"CSU";1979;2844;M
;"Peter";"Schulte";"DIE LINKE";1969;2845;M
;"Bernhard";"Schulte-Drüggelte";"CDU";1951;2846;M
;"Daniel";"Schultheiß";"PIRATEN";1980;2847;M
;"Frank";"Schultz";"PIRATEN";1972;2848;M
;"Vasco";"Schultz";"DIE LINKE";1976;2849;M
;"Velda";"Schultz";"ödp";1985;2850;W
"Dr.";"Andreas";"Schulz";"GRÜNE";1970;2851;M
;"Dieter";"Schulz";"NPD";1969;2852;M
;"Gerhard-Walter";"Schulz";"DIE LINKE";1950;2853;M
;"Herbert Heinrich Paul";"Schulz";"DIE LINKE";1947;2854;M
"Dr.";"Horst";"Schulz";"FWD";1943;2855;M
;"Ines Rosika";"Schulz";"DIE VIOLETTEN";1961;2856;W
;"Jimmy";"Schulz";"FDP";1968;2857;M
;"Katrin";"Schulz";"CDU";1959;2858;W
;"Rico";"Schulz";"BüSo";1978;2859;M
;"Roland";"Schulz";"DVU";1959;2860;M
;"Swen";"Schulz";"SPD";1968;2861;M
;"Erik";"Schulze";"NPD";1984;2862;M
"Prof. Dr.";"Joachim";"Schulze";"GRÜNE";1952;2863;M
;"Karl-Heinz";"Schulze";"MLPD";1955;2864;M
;"Sigrid";"Schulze";"REP";1966;2865;W
;"Tobias";"Schulze";"DIE LINKE";1976;2866;M
;"Heinz";"Schumacher";;1953;2867;M
;"Manfred";"Schumacher";"ödp";1959;2868;M
;"Markus";"Schumacher";"NPD";1977;2869;M
;"Ulrich";"Schumacher";"PIRATEN";1966;2870;M
;"Dieter";"Schumann";;1953;2871;M
;"Ingo Martin Gerhard";"Schumann";"MLPD";1950;2872;M
;"Robert";"Schumann";"NPD";1947;2873;M
;"Uwe";"Schummer";"CDU";1957;2874;M
;"Ewald";"Schurer";"SPD";1954;2875;M
;"Manfred";"Schurr";"PBC";1966;2876;M
;"Alfred";"Schuster";"SPD";1955;2877;M
;"Armin";"Schuster";"CDU";1961;2878;M
;"Marina";"Schuster";"FDP";1975;2879;W
;"Peter";"Schuster";"BP";1950;2880;M
;"Thorsten";"Schuster";"NPD";1964;2881;M
;"Angelika";"Schwab";"Die Tierschutzpartei";1959;2882;W
;"Frank";"Schwabe";"SPD";1970;2883;M
"Dr.";"Angelica Klara";"Schwall-Düren";"SPD";1948;2884;W
;"Stefan";"Schwan";"GRÜNE";1969;2885;M
"Dr.";"Martin";"Schwanholz";"SPD";1960;2886;M
;"Rolf";"Schwanitz";"SPD";1959;2887;M
;"Stefan";"Schwartze";"SPD";1974;2888;M
;"Andreas";"Schwarz";"GRÜNE";1979;2889;M
;"Andreas";"Schwarz";"SPD";1965;2890;M
"Dr.";"Caroline";"Schwarz";"BP";1971;2891;W
"Dr.";"Christian";"Schwarz";"CSU";1974;2892;M
;"Jan";"Schwarz";"SPD";1982;2893;M
;"Maria Viktoria";"Schwarz";"CM";1943;2894;W
;"Michael";"Schwarz";"CDU";1984;2895;M
;"Ulrich";"Schwarz";"NPD";1941;2896;M
;"Rita";"Schwarzelühr-Sutter";"SPD";1962;2897;W
;"Peter Paul Alfons";"Schwarzenberg";"REP";1949;2898;M
;"Frank";"Schwarzer";"DIE LINKE";1974;2899;M
;"Daniel";"Schweer";"SPD";1982;2900;M
"Dr.";"Erik";"Schweickert";"FDP";1972;2901;M
"Dr.";"Hermann";"Schweiger";"ödp";1954;2902;M
;"Angelika Elisabeth Christine";"Schweitzer";"MLPD";1949;2903;W
;"Gottfried";"Schweitzer";"MLPD";1946;2904;M
;"Felix";"Schwenke";"SPD";1979;2905;M
;"Frank";"Schwerdt";"NPD";1944;2906;M
;"Joachim";"Schwiderke";"SPD";1961;2907;M
;"Heinrich";"Schwimmbeck";"DIE LINKE";1957;2908;M
;"Enrico";"Schwülbe";"DIE LINKE";1973;2909;M
;"Clemens Johann";"Seebens";"PBC";1955;2910;M
;"Hans-Joachim";"Seeger";"DIE LINKE";1943;2911;M
;"Valentin";"Seehausen";"GRÜNE";1990;2912;M
;"Manfred";"Seel";"DIE LINKE";1954;2913;M
;"Peter";"Seelmann";"CDU";1952;2914;M
;"Harry";"Seemann";;1955;2915;M
;"Wolfgand Josef Emil";"Seemann";"ödp";1950;2916;M
;"Ulrike";"Seemann-Katz";"GRÜNE";1955;2917;W
;"Matthias";"Seestern-Pauly";"FDP";1984;2918;M
;"Norbert";"Segerath";"DIE LINKE";1948;2919;M
;"Daniela";"Seibel";"Die Tierschutzpartei";1969;2920;W
;"Dietrich";"Seidel";"NPD";1936;2921;M
;"Horst Gerhard";"Seidel";"RRP";1940;2922;M
;"Wolfgang";"Seidel";"DIE LINKE";1969;2923;M
;"Lothar";"Seidemann";"REP";1950;2924;M
"Dr.";"Hermann";"Seiderer";"BP";1941;2925;M
;"Daniela";"Seidl";"FDP";1979;2926;W
;"Detlef";"Seif";"CDU";1962;2927;M
;"Berthold";"Seifert";"REP";1964;2928;M
"Dr.";"Ilja";"Seifert";"DIE LINKE";1951;2929;M
;"Till";"Seiler";"GRÜNE";1981;2930;M
;"Andreas";"Seitz";"ödp";1967;2931;M
;"Petra";"Selg";"GRÜNE";1961;2932;W
;"Jürgen";"Selke-Witzel";"GRÜNE";1967;2933;M
;"Johannes";"Selle";"CDU";1956;2934;M
;"Markus";"Selzener";"FDP";1964;2935;M
;"Reinhold";"Sendker";"CDU";1952;2936;M
;"Mieke";"Senftleben";"FDP";1952;2937;W
;"Kathrin";"Senger-Schäfer";"DIE LINKE";1962;2938;W
;"Alisan";"Sengül";"DIE LINKE";1969;2939;M
"Dr.";"Patrick";"Sensburg";"CDU";1971;2940;M
;"Wolfgang";"Serway";"MLPD";1948;2941;M
;"Raju";"Sharma";"DIE LINKE";1964;2942;M
;"Waltraud";"Siade";;1959;2943;W
;"Thomas";"Sieber";"BP";1989;2944;M
;"Bernd";"Siebert";"CDU";1949;2945;M
;"Hendrik Gerd";"Siegel";"FDP";1977;2946;M
;"Christine";"Siegert";"CDU";1955;2947;W
;"Harry";"Siegert";"DIE LINKE";1947;2948;M
;"Udo";"Sieghart";"NPD";1957;2949;M
;"Andreas";"Siegmund";;1960;2950;M
;"Iris Ursula Elisabeth";"Siekiera";"SPD";1956;2951;W
"Dr.";"Carsten Günter Erich";"Sieling";"SPD";1959;2952;M
;"Melanie";"Siemen";"CDU";1974;2953;W
;"Sabine";"Siemsen";"DIE LINKE";1965;2954;W
;"Michael";"Siethoff";"Die Tierschutzpartei";1970;2955;M
;"Gudrun";"Sievers";"ödp";1961;2956;W
